Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Vasudev Adiga's,"Sai Optamus Building,HSR Layout, South Bangalore", South Bangalore,Bangalore,"South Indian,  North Indian,  Chinese",2.7,7,500
Kanti Sweets,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4.3,7,500
Orbis Restaurant,"Nagawara, North Bangalore", North Bangalore,Bangalore,"North Indian,  Continental,  Chinese,  Arabian",4.4,7,800
Cake Dilim,"Doddanekundi, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",3,7,400
Frozenheit6,"Annapoorneshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Desserts,  Ice Cream",3.4,7,500
Coal Spark,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Barbecue",3,7,900
Thanco's Natural Ice Cream,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Ice Cream,  Desserts",3.6,7,400
Jaffa's Biryani,"Venkataswamy Building,Marathahalli, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese,  Biryani",3.3,7,500
Waffle Stories,"Kundalahalli, East Bangalore", East Bangalore,Bangalore,"Desserts,  Ice Cream,  Waffle,  Fast Food,  Drinks",4.6,7,400
Gokul Veg,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese",4.4,7,500
Tease,"Vivanta Bengaluru,Whitefield, East Bangalore", East Bangalore,Bangalore,Finger Food,3.7,7,2000
Burnout Cafe,"Kanakapura Road, South Bangalore", South Bangalore,Bangalore,"Coffee,  Continental,  American",3.9,7,600
Sulthan's Biryani,"Ashok Nagar, West Chennai", West Chennai,Chennai,"Chinese,  Biryani",2.8,7,700
Mandarin,"Gopalapuram, Central Chennai", Central Chennai,Chennai,"Chinese,  Seafood",3.5,7,500
The Verandah,"Taj Connemara,Anna Salai, Central Chennai", Central Chennai,Chennai,"Italian,  South Indian,  North Indian",4.7,7,3000
Superstar Pizza,"Egmore, North Chennai", North Chennai,Chennai,"Fast Food,  Pizza",4.1,7,500
Transit,"Periamet, North Chennai", North Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  Continental",3.1,7,1000
NICO Asian Bar & Cafe,"Novotel Chennai OMR,Sholinganallur, South West Chennai", South West Chennai,Chennai,Continental,3.8,7,1500
Sauce O Cheese,"Selaiyur, South Chennai", South Chennai,Chennai,Fast Food,3.4,7,400
Rika,"Park Hyatt Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Asian,4.6,7,3400
The Living Room,"Park Hyatt Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Bakery and Confectionary,  Coffee",4.1,7,1200
Shree Santosh Family Dhaba,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.6,7,500
Good Vibes Only Cafe,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Continental",4,7,1100
Wings N Pizza,"Suraram, Secunderabad", Secunderabad,Hyderabad,"Pizza,  Fast Food",3.5,7,300
Punjabi Affair,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.4,7,800
Southern Spice,"Retro Drive In,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"South Indian,  Chinese",3.6,7,800
Cream Chemistry,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,7,400
Turquoise,"Le Meridien Hyderabad,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Continental,  American,  Health Food",2.9,7,2000
The Arabian Mandi,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,Arabian,3.3,7,800
Sandwich Eatery,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Shakes",4.3,7,500
Frozen Bottle,"L B Nagar, East Hyderabad", East Hyderabad,Hyderabad,"Shakes,  Desserts",4.7,7,300
The Bake Factory,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Continental,  Desserts",4.7,7,700
Tanu's Kitchen,"Warje, South Pune", South Pune,Pune,"North Indian,  Maharashtrian",4,7,400
Raj Darbar,"Sinhagad Road, South Pune", South Pune,Pune,"North Indian,  Chinese,  Seafood,  Malvani",4.1,7,600
Swad Kitchen,"Akurdi, West Pune", West Pune,Pune,"North Indian,  Chinese,  Seafood,  Malvani",4.4,7,600
Mazzedar,"Nigdi, West Pune", West Pune,Pune,"North Indian,  Fast Food,  Chinese",4.5,7,600
Pokket Cafe,"Nigdi, West Pune", West Pune,Pune,"Fast Food,  Tea,  Shakes",2.9,7,400
Shivam Restaurant,"Kohinoor Grandeur,Ravet, West Pune", West Pune,Pune,"North Indian,  Mughlai,  Fast Food",4.4,7,800
Bake O Cake,"Kankurgachhi, East Kolkata", East Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",4.4,7,400
Urbans Cafe,"Girish Park, North Kolkata", North Kolkata,Kolkata,Fast Food,4.4,7,500
Calcutta 4,"Shyambazar, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Biryani",4.5,7,200
The Scoop,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,"Chinese,  Continental,  Ice Cream,  Indian Cuisine",4.3,7,500
Dash of This and Dash of That,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,"Chinese,  Seafood",4.3,7,2000
Uddta Punjab Dhaba,"Tangra, East Kolkata", East Kolkata,Kolkata,"North Indian,  Mughlai",2.5,7,800
Indus Pizza,"Kestopur, 24 Parganas North", 24 Parganas North,Kolkata,"Pizza,  Italian,  Fast Food",3.6,7,500
XSpicy,"Indismart Hotel,Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Chinese,  Continental",3.1,7,1300
Wow! Momo,"Shibpur, Howrah", Howrah,Kolkata,"Fast Food,  Tibetan",4.3,7,400
The Shake Factory,"New Alipore, South Kolkata", South Kolkata,Kolkata,"Shakes,  Desserts",3.9,7,400
Wow! China by Wow! Momo,"Metropolis Mall,Santoshpur, South Kolkata", South Kolkata,Kolkata,Chinese,3.6,7,500
Subway,"Rosedale Plaza,New Town, 24 Parganas North", 24 Parganas North,Kolkata,Health Food,4.5,7,400
Monginis,"Hooghly, North Kolkata", North Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.1,7,200
Cafe Skryf,"Prashad Tower,Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"Bakery and Confectionary,  Coffee,  Pizza,  Tea,  Shakes",4.4,7,500
tandoorworkZ,"Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Fast Food",5,7,1000
Hocco Eatery,"Sardar Center,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food,  Shakes",3.9,7,500
Greenvita,"Kala Siddhi Appartments,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Juice,  Shakes",4.8,7,400
Stuff's Food,"Rivera Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,5,7,600
Hocco Eatery,"S G Highway, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food,  Shakes",3.5,7,500
New Egg World,"Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,Fast Food,4.3,7,500
Sam's Pizza,"Empire Hub,Ghodasar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian",3.9,7,600
1944 Restaurants-The HOCCO Kitchen,"Adalaj Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Fast Food",4.8,7,1500
PunChin,"Hotel Cama,Sector 53, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Continental",4.7,7,1600
Purple Frog,"Sector 9, Panchkula", Panchkula,Chandigarh,"North Indian,  Chinese,  Finger Food,  Continental",3.2,7,1500
Sublime,"Assagao, North Goa", North Goa,Goa,European,4.9,7,1800
Brewtown,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Italian,  Fast Food",4.9,7,400
Mama Fu,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Chinese,  Fast Food,  Seafood,  Asian",3.6,7,1000
Spice Art,"Sindhi Camp, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Chinese,  Fast Food",4.6,7,800
Pantheon,"Shakun Hotels and Resorts,C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Continental,  Asian",4.7,7,2600
Rawat Restaurant,"Sindhi Camp, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Chinese,  Fast Food",4.4,7,800
Liquid House Lounge & Bar,"5 by OYO - Metropolitan,Bais Godam, Central Jaipur", Central Jaipur,Jaipur,Finger Food,4,7,1200
Esko Bar,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur", East Jaipur,Jaipur,Finger Food,4.2,7,1800
Market Place,"Radisson Blu Jaipur,Durgapura, South Jaipur", South Jaipur,Jaipur,"North Indian,  Continental",4,7,2200
Vegetarian By Choice,"World Trade Park,Malviya Nagar, South Jaipur", South Jaipur,Jaipur,"North Indian,  Chinese,  South Indian,  Street Food",2.7,7,600
180 Degree,"The Theme Hotel,Tonk Road, South Jaipur", South Jaipur,Jaipur,"North Indian,  Chinese,  Continental",4,7,1300
Head Light On Roof Top Bar,"The Theme Hotel,Tonk Road, South Jaipur", South Jaipur,Jaipur,Finger Food,3.8,7,1600
Orchid,"Fortune Park BBD,Hazratganj, Central Lucknow", Central Lucknow,Lucknow,"North Indian,  Continental,  Oriental ,  Fast Food",4.3,7,2600
Sugar & Spice,"Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"Fast Food,  Shakes",2.9,7,400
New Lucknow Kitchen,"Aliganj, North Lucknow", North Lucknow,Lucknow,"North Indian,  Chinese",4.2,7,800
Cakes N Craft,"Sudama Nagar, South Indore", South Indore,Indore,"Bakery and Confectionary,  Desserts",4.1,7,500
Olive,"Kings Park Hotel,Bhanwar Kuan, South Indore", South Indore,Indore,"North Indian,  Chinese",2.4,7,1800
On Air,"New Palasia, Central Indore", Central Indore,Indore,North Indian,3.6,7,600
Tasty Sweets and Restaurant,"Nanda Nagar, North Indore", North Indore,Indore,"North Indian,  Chinese,  Fast Food",4.2,7,600
Frespresso,"Hotel Mangal Regency,Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Coffee",4.8,7,700
Chai Kaapi,"Khajrana, East Indore", East Indore,Indore,"Fast Food,  Tea",2.9,7,400
Hunger Wings,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Chinese",4.8,7,500
Raj Rasoi,"Kuberpur, East Agra", East Agra,Agra,"North Indian,  Fast Food",3.5,7,800
Mainland China,"Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"Chinese,  Asian,  Seafood",3.8,7,1400
Cafe Bistro,"Akota, Central Vadodara", Central Vadodara,Vadodara,"Fast Food,  Shakes",4.2,7,700
The Pancake Story,"Akota, Central Vadodara", Central Vadodara,Vadodara,"Desserts,  Waffle",4.3,7,400
Poca The Global Dining,"Saiyed Vasna, West Vadodara", West Vadodara,Vadodara,"Italian,  Mexican,  Desserts",3.3,7,1300
Ziiro Restaurant & Cafe,"Waghodia, East Vadodara", East Vadodara,Vadodara,"Fast Food,  Shakes",4.5,7,700
The Cafe Barrel,"Dharampeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Chinese,  Fast Food",3.4,7,1300
Food Links,"Ayodhya Nagar, South Nagpur", South Nagpur,Nagpur,Fast Food,4.6,7,500
Food Links,"Manish Nagar, South Nagpur", South Nagpur,Nagpur,Fast Food,4.3,7,500
Seven Season,"Vesu, South Surat", South Surat,Surat,"Street Food,  Fast Food",4.2,7,300
Candle Light Date N Dine,"Raghuvir Business Park,Vesu, South Surat", South Surat,Surat,"North Indian,  Chinese",3.6,7,2000
K's Charcoal,"Piplod, South Surat", South Surat,Surat,"Italian,  Fast Food",4.4,7,600
Panorama,"Park Plaza Ludhiana,Gurdev Nagar, Central Ludhiana", Central Ludhiana,Ludhiana,"North Indian,  Continental",3.9,7,2500
Gyan's Vegetarian,"Civil Lines, Central Ludhiana", Central Ludhiana,Ludhiana,"North Indian,  Chinese",2.3,7,700
Wow! Momo,"Palate of Delhi,Dhaula Kuan, West Delhi", West Delhi,Delhi,"Fast Food,  Tibetan",4.5,6,400
Gourmet Greens,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental",4.9,6,2000
My Spice Kitchen,"Chittaranjan Park, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Hyderabadi,  Biryani",4.2,6,1000
Subway,"DLF Mall of India,Sector 18, Noida", Noida,Noida,Health Food,5,6,500
Kake Da Hotel,"Paschim Vihar, West Delhi", West Delhi,Delhi,North Indian,4.6,6,1000
Fabcafe by Fabindia,"Starling Edge,Sector 104, Noida", Noida,Noida,"Health Food,  Modern Indian,  North Indian,  Continental",4.3,6,1200
Food Forest,"Chhatarpur, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.5,6,500
Chatar Patar,"Uttam Nagar, West Delhi", West Delhi,Delhi,Fast Food,3.7,6,400
Halki Aanch,"The Shopping Mall,DLF Phase - 1, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Oriental ",4,6,800
The Spice Route,"Crossings Republik, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese",3.8,6,300
TNG Restaurant,"Kavi Nagar, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese",4.6,6,1200
The Groove,"Sector 15, Gurgaon", Gurgaon,Gurgaon,"European,  Asian,  American",4.3,6,1700
Awesum Dimsum,"Sector 83, Gurgaon", Gurgaon,Gurgaon,Chinese,3.7,6,800
Tibbs Frankie,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Fast Food,3.3,6,200
Food Rush,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese",4.3,6,800
Crrave N Eat,"JB Nagar, Andheri East", Andheri East,Mumbai,"Fast Food,  Italian,  Continental",4.3,6,800
Tsubaki,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.4,6,1200
Ministry of Crab,"Khar West, Bandra", Bandra,Mumbai,Seafood,4,6,3000
Sazio Fine Dine,"Moraj Palm Paradise,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Chinese,  Continental",4.6,6,1500
Fire Bowl,"Oshiwara, North Western", North Western,Mumbai,"Chinese,  Seafood",3.6,6,800
Tibbs Frankie,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,Fast Food,4.1,6,200
Zaiqaa,"Rajaram Estate,Dadar East, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",3.8,6,800
Food Hub Family Restaurant,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Fast Food",3.8,6,800
Chaayos - Meri Wali Chai,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,Tea,4.3,6,500
Aromas Cafe & Bistro,"Indiabulls Finance Center,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",2.8,6,1500
Udupi Shri Krishna,"Kukreja Plaza,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  South Indian,  Chinese,  Fast Food",4.8,6,1000
99 Pancakes,"Borivali West, North Western", North Western,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",4,6,500
Mad Over Donuts,"Dombivli East, Dombivali", Dombivali,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,6,450
Relish Cherish,"Hill Spring building,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Seafood,  Oriental ",4.8,6,800
Tibbs Frankie,"Breach Candy, South Mumbai", South Mumbai,Mumbai,Fast Food,4,6,300
Wah! Malwan,"Kalyan West, Dombivali", Dombivali,Mumbai,"North Indian,  Malvani,  Chinese",3.3,6,1200
Dolci,"Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Desserts,  Coffee",4.7,6,800
Dindigul Thalappakatti,"Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Chinese",3.2,6,800
The Lobby Brew,"Conrad Hotel,Ulsoor, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Continental,  North Indian",4.7,6,2700
Imperial Restaurant,"Vasanth Nagar, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  North Indian,  Mughlai",3,6,800
Paakashala,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese",4.6,6,600
The Waffles Hut,"KHB Commercial Complex,Koramangala, South Bangalore", South Bangalore,Bangalore,"Waffle,  Desserts",4.8,6,400
Kanti Sweets,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4,6,500
Shaap,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Kerala,  Seafood",3.8,6,600
Sriracha Robata & Contemporary Pan Asian Dining,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Asian,  Barbecue,  Chinese",4.5,6,1200
Kanti Sweets,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4,6,500
Thanco's Natural Ice Cream,"Husain Plaza,RT Nagar, North Bangalore", North Bangalore,Bangalore,"Ice Cream,  Desserts",3.1,6,400
Gawky Goose,"Murugeshpalya, East Bangalore", East Bangalore,Bangalore,"European,  Asian",4.5,6,3000
Gallop Bar,"Davanam Sarovar Portico Suites,Koramangala, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Japanese",4.2,6,2400
Waffle Stories,"Orion Mall,Rajajinagar, West Bangalore", West Bangalore,Bangalore,"Desserts,  Ice Cream,  Waffle,  Fast Food,  Drinks",3.9,6,400
Mani's Dum Biryani,"Koramangala, South Bangalore", South Bangalore,Bangalore,Biryani,4.5,6,700
Stoned Monkey,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Desserts,  Ice Cream",4.2,6,400
Kunafa Lounge,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Desserts,  Drinks",1,6,400
Drunken Monkey,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Juice,  Fast Food",5,6,500
Churn,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Desserts,  Ice Cream",4.8,6,400
Stoned Monkey,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream",4.2,6,400
Copper Pebble,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Seafood",3.3,6,800
La Utsav,"Grand Mercure Bengaluru at Gopalan Mall,Old Madras Road, East Bangalore", East Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",4.3,6,2000
Mani's Dum Biryani,"HSR Layout, South Bangalore", South Bangalore,Bangalore,Biryani,4.1,6,700
Trishna,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"South Indian,  Andhra,  North Indian",4.3,6,600
Leon Grill,"Agastya Arcade,New BEL Road, North Bangalore", North Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",1.3,6,600
Tamarind Tree Top and Garden restaurant,"Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese,  South Indian",4.3,6,1200
Chef Baker's,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",3.8,6,600
New Prashanth Hotel Nati Style,"Nagarbhavi, West Bangalore", West Bangalore,Bangalore,"North Indian,  Andhra,  Chinese,  South Indian,  Seafood",4.5,6,700
Big Bite,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Chinese,  Fast Food",3.9,6,300
Chef Baker's,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",4,6,600
Brews N Bites,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Chinese,  Fast Food,  Coffee,  Drinks",3.7,6,800
Vasudev Adiga's,"Kanakapura Road, South Bangalore", South Bangalore,Bangalore,"South Indian,  North Indian,  Chinese",3.2,6,500
Flavours,"Radha Hometel Hotel,Whitefield, East Bangalore", East Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",4.1,6,1000
W XYZ Bar,"Aloft Hotel,Whitefield, East Bangalore", East Bangalore,Bangalore,Finger Food,4.8,6,1000
The Seventh Kingdom,"Electronic City, South Bangalore", South Bangalore,Bangalore,North Indian,3,6,700
Peachy's Cafe,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,Fast Food,4.7,6,500
Lily Restaurant,"Royal Lotus View,Chikkajala, North Bangalore", North Bangalore,Bangalore,North Indian,4.1,6,700
Millet Maagic Meal,"Alwarpet, Central Chennai", Central Chennai,Chennai,"South Indian,  Health Food",5,6,300
Havmor Havfunn,"Egmore, North Chennai", North Chennai,Chennai,"Desserts,  Ice Cream",4,6,200
Hotel Saravana Bhavan,"Mylapore, Central Chennai", Central Chennai,Chennai,"South Indian,  North Indian,  Chinese",3.7,6,600
No. 926,"Abu Sarovar Portico,Kilpauk, North Chennai", North Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",3.8,6,1200
Hotel Saravana Bhavan,"Anna Nagar, North Chennai", North Chennai,Chennai,"South Indian,  North Indian,  Chinese",3.8,6,600
Hotel Saravana Bhavan,"Perungudi, South West Chennai", South West Chennai,Chennai,"South Indian,  North Indian,  Chinese",3.6,6,600
Four Square,"Best Western Ashoka,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental,  South Indian",3.4,6,1200
Hari Dosa,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"South Indian,  Street Food,  Fast Food,  Desserts,  Ice Cream,  Shakes",3,6,300
Almond House,"SD Road, Secunderabad", Secunderabad,Hyderabad,"Mithai,  Desserts",4.7,6,500
Kesariya's Sweets,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Mithai,  Street Food,  Chaat",4,6,200
Mexico's Chicken Poppers,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,Fast Food,4.3,6,500
Harley's Fine Baking,"Nagole, East Hyderabad", East Hyderabad,Hyderabad,"Continental,  Desserts",4.6,6,500
Le Café,"Novotel Hyderabad Convention Centre,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Fast Food,  Coffee",3.9,6,1000
Fly Rooftop Lounge,"Kapra, Secunderabad", Secunderabad,Hyderabad,"Italian,  Continental,  Fast Food",4.3,6,1000
Musine Garden Restaurant,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Mughlai,  Fast Food",4,6,800
House Of Dosas,"Ratna Arcade,Kompally, Secunderabad", Secunderabad,Hyderabad,South Indian,4,6,300
